       0            1    526.31579   -3.9893915         0.95   -7.5384979   -6.0414979 
      10   0.93679898    526.31579   -3.5055229         0.95   -7.4494139   -6.0470259 
      20   0.74380161    526.31579    -2.113263         0.95    -7.187594    -6.074123 
      30   0.47486357    526.31579  -0.23567772         0.95   -6.8001589   -6.0892881 
      40   0.32358674    526.31579   0.83998868         0.95   -6.5785015   -6.0940922 
      50   0.35579302    526.31579   0.68153566         0.95   -6.6282965   -6.0956743 
      60   0.42767779    526.31579   0.19808824         0.95   -6.7357308   -6.0954971 
      70   0.45682393    526.31579 -0.035095172         0.95   -6.7799536   -6.0960882 
      80   0.45970975    526.31579 -0.066942104         0.95   -6.7819159   -6.0937304 
      90   0.46450245    526.31579 -0.076994753         0.95   -6.7863371   -6.0909769 
     100   0.46809418    526.31579 -0.071539212         0.95   -6.7898906   -6.0891536 
     110   0.46551685    526.31579  -0.03072221         0.95   -6.7830711   -6.0861923 
     120   0.46725427    526.31579 -0.023173308         0.95   -6.7820444   -6.0825648 
     130   0.48190941    526.31579  -0.10558652         0.95   -6.8004094    -6.078991 
     140   0.50653011    526.31579  -0.26075732         0.95   -6.8334532   -6.0751776 
     150   0.53173966    526.31579  -0.42600362         0.95   -6.8669007   -6.0708864 
     160   0.55064887    526.31579  -0.54615051         0.95   -6.8899119   -6.0655906 
     170   0.55919046    526.31579  -0.59026417         0.95   -6.8989094   -6.0618012 
     180   0.55319417    526.31579  -0.53084663         0.95   -6.8860591   -6.0579275 
     190   0.53427327    526.31579  -0.39176051         0.95   -6.8531537   -6.0533466 
     200   0.52548537    526.31579  -0.32868558         0.95   -6.8361781   -6.0495265 
     210   0.54647547    526.31579  -0.45589343         0.95   -6.8640586   -6.0459848 
     220   0.56940259    526.31579  -0.59405246         0.95   -6.8933356   -6.0409399 
     230   0.57265917    526.31579  -0.60633918         0.95   -6.8942468   -6.0369761 
     240   0.56607834    526.31579  -0.54467461         0.95   -6.8795755   -6.0321562 
     250   0.56538065    526.31579   -0.5096925         0.95   -6.8736905   -6.0273156 
     260   0.56506799    526.31579  -0.47906946         0.95   -6.8696204   -6.0237136 
     270   0.56290635    526.31579  -0.43977805         0.95   -6.8630353   -6.0203645 
     280   0.56629123    526.31579  -0.43306093         0.95   -6.8646723   -6.0169343 
     290    0.5722452    526.31579  -0.43951433         0.95    -6.868903   -6.0122519 
     300   0.57489667    526.31579  -0.43303513         0.95   -6.8704694   -6.0098491 
     310   0.57773411    526.31579  -0.42660354         0.95   -6.8713474   -6.0064795 
     320   0.57644072    526.31579   -0.3955718         0.95   -6.8665832   -6.0036515 
     330   0.56706855    526.31579  -0.31523682         0.95   -6.8504518   -6.0015501 
     340   0.55486519    526.31579  -0.21201386         0.95   -6.8287482    -5.998115 
     350    0.5383939    526.31579 -0.088747371         0.95   -6.8010394   -5.9950638 
     360   0.52498654    526.31579 -0.00030762851         0.95   -6.7780832   -5.9921784 
     370   0.53827583    526.31579 -0.081515237         0.95   -6.7944723   -5.9886734 
     380   0.56154546    526.31579  -0.22013563         0.95   -6.8249982   -5.9843646 
     390   0.56488804    526.31579  -0.22738939         0.95   -6.8250866   -5.9794492 
     400   0.55433101    526.31579  -0.13873836         0.95   -6.8050306   -5.9751971 
     410    0.5522793    526.31579 -0.097769071         0.95   -6.7986391    -5.971877 
     420   0.56831447    526.31579  -0.16664856         0.95    -6.818466   -5.9676992 
     430   0.58695448    526.31579  -0.25344113         0.95    -6.841916   -5.9632451 
     440   0.59104108    526.31579  -0.25114391         0.95   -6.8436019   -5.9588134 
     450   0.58220936    526.31579  -0.17306089         0.95   -6.8269124   -5.9553449 
     460   0.57970501    526.31579  -0.13671122         0.95   -6.8179404    -5.950122 
     470   0.59552041    526.31579  -0.21889823         0.95   -6.8357915   -5.9442974 
     480   0.61662959    526.31579  -0.33853661         0.95   -6.8625763   -5.9394818 
     490   0.62257926    526.31579  -0.36070987         0.95   -6.8663515   -5.9343503 
     500   0.60602229    526.31579  -0.24127412         0.95   -6.8372453     -5.93003 
     510   0.58663087    526.31579 -0.097554044         0.95   -6.8031849   -5.9249985 
     520   0.58115273    526.31579  -0.03473167         0.95   -6.7899803   -5.9199947 
     530   0.57810641    526.31579  0.010947356         0.95   -6.7811078   -5.9156825 
     540   0.57442215    526.31579  0.061647634         0.95   -6.7708318   -5.9109219 
     550   0.58164679    526.31579  0.046245815         0.95    -6.777286   -5.9065608 
     560   0.59373037    526.31579 -0.0078588167         0.95   -6.7920687   -5.9032544 
     570   0.60323489    526.31579 -0.051284719         0.95   -6.8013619   -5.8983193 
     580   0.61314704    526.31579  -0.09671851         0.95   -6.8102983   -5.8924172 
     590   0.62230902    526.31579  -0.13624937         0.95    -6.818121   -5.8865244 
     600   0.63002008    526.31579    -0.164136         0.95   -6.8246785   -5.8815384 
     610   0.63484167    526.31579  -0.16402565         0.95   -6.8258216   -5.8754636 
     620   0.63525349    526.31579  -0.13031926         0.95   -6.8221762   -5.8712017 
     630   0.62665726    526.31579 -0.035106795         0.95   -6.8042659     -5.86616 
     640   0.60813528    526.31579   0.11230825         0.95   -6.7718362   -5.8614577 
     650     0.608501    526.31579   0.13915154         0.95   -6.7677704   -5.8568444 
     660   0.62214706    526.31579  0.080043156         0.95   -6.7830107   -5.8516566 
     670    0.6204709    526.31579   0.10650973         0.95   -6.7756001   -5.8467551 
     680   0.61050038    526.31579   0.18389036         0.95   -6.7555097   -5.8415906 
